source	CELLLINES_Basal	CELLLINES_Basal_Rank	CELLLINES_Claudin-low	CELLLINES_Claudin-low_Rank	CELLLINES_ERBB2AMP	CELLLINES_ERBB2AMP_Rank	CELLLINES_Luminal	CELLLINES_Luminal_Rank	TCGA_Basal	TCGA_Basal_Rank	TCGA_ERBB2AMP	TCGA_ERBB2AMP_Rank	TCGA_Luminal	TCGA_Luminal_Rank	BOTH_Basal	BOTH_Luminal	BOTH_ERBB2
VEGFR2 homodimer/VEGFA homodimer/NCK1 (complex)	2.114721875	150	1.297302479	306	-0.521607793	1911	-0.368050243	1654	3.716373666	240	-1.720606089	2260	-4.207856941	2372	195	2013	2085.5
DARC;DARC-1:CXCL8 (complex)	0.271292352	1044	-0.629996779	1782	-0.46352499	1821	0.075907517	1277	-0.386755857	1554	-2.088419266	2352	1.486807175	535	1299	906	2086.5
CSF1	3.683686014	17	1.922436252	134	-0.398490519	1727	0.349649209	1051	3.427294075	290	-2.96306062	2447	-3.186039535	2167	153.5	1609	2087
PFN1	1.586617649	306	1.801571999	157	-0.542217164	1934	-3.953412845	2509	0.148079093	1374	-1.632244341	2242	0.798593595	752	840	1630.5	2088
Cofactor D:GTP:beta tubulin (complex);TBCA;cofactor A:GTP:beta-tubulin folding intermediate (complex)	-2.635992777	2330	-0.482957744	1667	-0.842507546	2244	1.238778867	407	-6.936513864	2477	-0.898447454	1934	4.88935315	55	2403.5	231	2089
FBXW11	-0.271521022	1418	1.907685825	137	-0.568844535	1967	0.581030213	847	-5.067107262	2421	-1.567947551	2214	3.860179016	111	1919.5	479	2090.5
TRF2/WRN (complex)	1.037946976	585	1.803380246	155	-0.563417784	1962	-0.47715194	1743	2.311119105	587	-1.592988437	2227	-1.588354296	1667	586	1705	2094.5
POT1	1.568077156	315	0.142668107	1093	-0.452209274	1809	1.002994527	531	1.645989094	804	-2.297724316	2383	-1.285733986	1565	559.5	1048	2096
SNUPN	0.622932228	816	1.368412603	274	-0.959588493	2308	-0.533708041	1777	0.562369582	1233	-0.8034297	1890	0.137164797	1002	1024.5	1389.5	2099
FGFR1/NCAM (complex)	-0.567314565	1586	1.472874077	235	-0.499561236	1877	1.112373851	482	0.197428689	1358	-1.951827389	2322	0.347932475	920	1472	701	2099.5
POLB	0.148622352	1129	-1.007708727	2025	-0.704454536	2111	0.851971414	627	-0.161608733	1480	-1.250645557	2090	1.399443398	563	1304.5	595	2100.5
NCAM1:GFRalpha-1 (complex);NCAM1:GFRalpha-1:GDNF (complex)	-0.115554314	1313	0.541206163	745	-0.665180021	2069	0.531641372	892	-2.579362532	2165	-1.341864463	2134	2.514725515	294	1739	593	2101.5
ERK5;MAP2K5;UniProt:Q13164 MAPK7_subunit_1_815_1-815;Phospho-MEF2	-0.088219271	1296	-0.006450435	1217	-0.830157843	2227	1.066150137	511	-0.911247415	1740	-0.997284553	1977	1.298425572	591	1518	551	2102
LRP6/FRIZZLED (complex);LRP6/FZD1 (complex);Wnt8/LRP6/FRIZZLED (complex);WNT3A/FZD1/LRP6 (complex)	1.034497453	588	0.052515463	1170	-0.835498185	2234	0.860177278	622	4.728612713	101	-0.988488191	1970	-2.840084039	2074	344.5	1348	2102
DFFA	0.669099887	790	2.057156855	109	-1.320087836	2437	-0.883919752	2000	2.589313361	498	-0.594157651	1768	-2.098070949	1845	644	1922.5	2102.5
YY1/HDAC1 (complex);YY1/LSF/HDAC1 (complex)	-1.051379994	1845	1.196506082	345	-0.467736198	1829	0.718147841	737	-2.431001496	2127	-2.266153558	2379	1.826675369	433	1986	585	2104
FGFR2	0.192706065	1098	-0.711820251	1842	-1.470132803	2469	0.52937279	894	1.040531049	1033	-0.549884871	1740	0.608035978	817	1065.5	855.5	2104.5
ASAH1	-1.64859772	2106	-0.285465406	1482	-0.430373214	1773	0.685913664	762	-4.088411492	2358	-2.855926202	2439	4.166011983	95	2232	428.5	2106
NSF	-1.350862982	1996	-1.72907364	2288	-1.701807148	2498	0.977082318	547	-2.091805225	2051	-0.485047956	1715	3.712514008	126	2023.5	336.5	2106.5
NRP2;VEGFA145/NRP2 (complex)	0.777721994	714	1.118133619	377	-1.068472761	2362	-1.249238191	2174	2.578473639	503	-0.742145336	1852	-0.72929755	1328	608.5	1751	2107
NEUROG1	-1.799755957	2157	0.976890531	448	-0.617484182	2021	0.111789179	1262	-1.171199722	1804	-1.512715315	2197	1.574329555	514	1980.5	888	2109
CAF1 (complex)	0.084368378	1177	-4.051127464	2499	-0.442495754	1795	-0.130214811	1468	1.335155733	931	-2.627673616	2423	0.59169628	826	1054	1147	2109
GATA4	-1.588220202	2088	0.264725486	954	-0.776154392	2179	-1.413015961	2228	-1.543078932	1929	-1.120121449	2039	2.949818323	221	2008.5	1224.5	2109
CAST	-3.079825014	2379	-0.088745158	1289	-0.753459197	2156	0.904749677	593	-4.119594496	2362	-1.175935077	2064	4.616081608	66	2370.5	329.5	2110
virus assembly (abstract)	0.492219064	910	0.845088139	526	-0.509700627	1895	-1.897178124	2358	-0.097301714	1457	-1.966243334	2327	2.527856693	291	1183.5	1324.5	2111
RAD50	-1.163430641	1903	-0.201300721	1405	-0.647492226	2052	1.561497314	261	-8.477459322	2496	-1.442166321	2173	4.896844726	54	2199.5	157.5	2112.5
PPARG	1.599377728	301	0.869231433	511	-0.388200991	1713	-0.484846126	1748	-0.8977825	1737	-5.432986169	2512	1.897715773	411	1019	1079.5	2112.5
beta catenin/beta TrCP1 (complex);beta-catenin/beta-TRCP (complex)	-1.022920425	1829	1.15777949	354	-0.523820784	1913	-0.793684952	1950	-2.838728705	2207	-1.917100466	2312	1.665979099	489	2018	1219.5	2112.5
GR alpha/HSP90/FKBP51/HSP90/14-3-3 (complex)	2.224635302	132	-1.390008441	2185	-1.294540719	2432	-0.815299465	1965	2.267115036	600	-0.631279935	1799	-2.645048409	2011	366	1988	2115.5
IL-7/IL-7Ra/IL-2R-gamma/JAK1 (complex);IL-7Ra/JAK1/IL-7 (complex);ITGA2B	-0.945026175	1788	-0.526618319	1705	-0.843415072	2246	-0.132604125	1470	-0.682836843	1659	-1.003746015	1986	2.770576072	244	1723.5	857	2116
GATA3	-0.470211644	1527	-1.4458592	2206	-0.437873602	1785	-1.018291705	2074	0.969057807	1061	-2.982689417	2448	1.050043304	676	1294	1375	2116.5
SUMO-1/ubiquitin (complex);SUMO1	1.252850222	468	0.713143467	610	-1.083959799	2366	-0.196322936	1528	3.556801363	268	-0.769533547	1867	-2.213120161	1885	368	1706.5	2116.5
Syndecan-2/CASK/Protein 4.1 (complex)	0.251398569	1058	-0.871702579	1939	-0.634873054	2045	0.843079668	639	3.069749672	378	-1.489828835	2189	-1.147292848	1503	718	1071	2117
SQSTM1	0.913615952	642	1.750532814	167	-0.551961429	1944	0.083912354	1275	-4.164958468	2369	-1.864538989	2295	3.642266699	133	1505.5	704	2119.5
Alpha 5 Beta 1 receptor bound to Ostepontin (complex);Alpha 8 beta 1:Osteopontin complex (complex);Alpha 9 beta 1:Osteopontin complex (complex);VLA-4:Osteopontin complex (complex);SPP1	0.630813488	811	-1.752067687	2296	-1.482858961	2472	-1.539022552	2277	1.168944366	992	-0.592665229	1767	0.827565403	747	901.5	1512	2119.5
MALT1	-1.229620432	1935	0.807342963	545	-1.369082516	2450	-1.628016963	2297	3.087565614	372	-0.61494392	1789	-0.236863062	1137	1153.5	1717	2119.5
UniProt:P03452 HA	1.708715179	262	2.686946216	50	-0.994110131	2323	-1.198146646	2156	-1.26940097	1840	-0.854478329	1917	1.012328077	688	1051	1422	2120
LPL	0.261586872	1053	2.721704936	48	-0.446773852	1801	0.052789991	1300	1.419241318	897	-2.906780652	2443	-0.996049656	1435	975	1367.5	2122
HDAC/LEF1 (complex);LEF1;Axin/SMAD3 (complex);LEF1/beta catenin/CDX1 (complex);APC/DLG1 (complex);APC fragment (1-777);APC fragment (778-2843);APC;AXIN1;AXIN/APC/beta-catenin (complex);Axin1/APC/beta catenin (complex);PP2A (complex);TGFB/TGFBR2/TGFBR1/STRAP/SMAD7 (complex);WNT3A/LRP6/FZD5/DVL (complex);WNT3A/LRP6/FZD5/DVL/Axin1/GSK3 (complex);CDX1;TCF4/HDAC1-HDAC2 (complex);Survivin;ZCCHC12;CTNNB1;Axin2/GSK3beta (complex);Axin2/APC/GSK3/beta catenin (complex);HGF (complex);MET/beta catenin (complex);SCF (complex);positive regulation of Wnt receptor signaling pathway (abstract);PROC;pro-protein C (complex);TCF1E/beta catenin (complex);TCF3/beta catenin (complex);TCF1/beta catenin (complex);beta catenin/IMFA (complex);beta catenin/myogenin (complex);beta catenin/TBL1/TBLR1 (complex);beta catenin/PITX2 (complex);WNT3A/LRP6/FZD5 (complex);PI4K2A;IGF2BP1;TCF4/beta catenin (complex);TCF4E/TLE4 (complex);beta-catenin/LEF1 (complex);TCF4/TLE2 (complex);TCF4/TLE4 (complex);TCF4E/beta catenin (complex)	-2.489182007	2301	0.690581184	621	-0.463091172	1820	-1.41929563	2232	-2.67915373	2189	-2.676228673	2426	1.670757678	488	2245	1360	2123
XRCC4	-2.952318069	2368	-0.308921427	1499	-0.838041359	2239	1.127642634	469	-8.606910545	2497	-1.070738456	2019	5.638581209	24	2432.5	246.5	2129
GNRH1	-1.311672762	1970	-0.391937607	1576	-0.830033062	2226	-0.469575929	1737	1.364818418	921	-1.111592678	2038	0.54405223	852	1445.5	1294.5	2132
SNRPD1	0.835354656	666	0.722956109	601	-0.686371325	2091	-0.550091986	1784	3.249374328	334	-1.443270429	2174	-1.039011072	1454	500	1619	2132.5
T	-2.814520846	2351	0.655339852	650	-0.842551804	2245	-0.597554711	1828	-0.697391624	1665	-1.096451441	2028	2.372233581	319	2008	1073.5	2136.5
SMAD4/SMAD1-5-8 (dimer) (complex)	0.525632421	881	0.249573419	967	-0.717059905	2129	-3.282040238	2494	1.644562615	806	-1.381871176	2149	-0.116163605	1103	843.5	1798.5	2139
PRL-2 /Rab GGTase beta (complex);PTP4A2	1.155838833	518	0.586928968	700	-0.608035235	2007	-0.680179005	1876	0.100620654	1395	-1.769974471	2273	0.408984929	901	956.5	1388.5	2140
FGFR1	-1.511736159	2054	1.16888086	348	-0.574081023	1974	1.448317333	309	-0.453004022	1580	-1.910426798	2309	1.462229647	541	1817	425	2141.5
CD47;CD47 bound to its ligand (complex)	1.185024263	504	-0.476020517	1657	-0.578106269	1979	0.707241469	747	1.4735582	878	-1.887522418	2304	0.142987103	999	691	873	2141.5
FGF2	0.192816545	1097	0.179030523	1051	-0.468102147	1830	-0.31028597	1607	1.02496885	1039	-3.138337399	2457	0.600001792	819	1068	1213	2143.5
alphaM/beta2 Integrin/RAGE/HMGB1 (complex)	1.579907042	308	0.846873306	524	-0.542031614	1933	0.775520354	701	-0.035539186	1434	-2.156140922	2360	-0.601255441	1286	871	993.5	2146.5
CDK5	-0.450628724	1514	-0.941504176	1983	-0.62347375	2031	0.477558437	949	0.406492599	1289	-1.731000267	2263	1.268748854	600	1401.5	774.5	2147
PIAS2	-0.328744267	1457	0.545182696	741	-1.252902112	2420	-1.125984676	2122	2.618423776	493	-0.791064616	1880	0.000604585	1061	975	1591.5	2150
VCAN	0.139720948	1138	-0.118562716	1326	-1.733795572	2500	-3.369091629	2497	-0.491634643	1590	-0.63751266	1801	1.334787316	581	1364	1539	2150.5
RBM5	-1.083463625	1860	1.079909044	397	-0.918707662	2287	-1.071726237	2096	-5.045827272	2420	-1.066451654	2018	4.863172755	57	2140	1076.5	2152.5
AGT;Angiotensin II receptor:Angiotensin II (complex);Angiotensin II/AT1-R/G-alpha-q (complex);Angiotensin II/Angiotensin R/Gq11/g-beta/g-gamma (complex);Angiotensin II/Angiotensin R/g-alpha-s/g-beta/g-gamma (complex)	0.115713616	1157	-0.692752985	1828	-0.565451336	1964	-0.690248234	1881	-0.780359393	1693	-2.15765927	2361	3.750382683	121	1425	1001	2162.5
USP6	-0.299374742	1440	1.026226376	423	-0.503726536	1886	-1.263295721	2178	-1.631216497	1951	-2.874610909	2441	3.399137747	155	1695.5	1166.5	2163.5
RSPO1	0.911827203	644	0.896931255	489	-0.683014413	2088	-0.728943707	1907	4.070509468	179	-1.625742995	2239	-2.642413729	2008	411.5	1957.5	2163.5
TBCB	1.131359139	534	0.164724651	1067	-1.284328028	2428	-0.516821946	1769	1.834195876	738	-0.83767748	1908	0.209263587	973	636	1371	2168
GPR124	-2.84461824	2355	0.680270184	627	-0.54880554	1941	0.940514643	571	-0.209861531	1495	-2.387392505	2398	1.922834767	405	1925	488	2169.5
MST1	-2.308149869	2274	0.333466359	896	-0.764175507	2166	-1.206567908	2159	-4.414910932	2385	-1.4463187	2175	5.216638564	36	2329.5	1097.5	2170.5
LMNA;LMNA (cleaved)_0-0	2.515721194	89	0.186691102	1040	-0.489935138	1863	-1.683534031	2318	2.689497524	474	-3.670435144	2481	0.462513993	887	281.5	1602.5	2172
PPP2R2A	-0.813274724	1721	0.08709939	1137	-1.029852242	2343	-0.616121926	1839	-0.258389087	1512	-1.05617305	2011	1.67255576	487	1616.5	1163	2177
TRKA/NEDD4-2 (complex)	-1.71740637	2130	-0.092705136	1294	-1.25437179	2421	-0.932922458	2026	-0.827475757	1705	-0.907818272	1938	3.259872694	175	1917.5	1100.5	2179.5
DOCK1	0.371078619	982	0.195709196	1033	-1.045897289	2353	-0.043692683	1397	-0.718420678	1672	-1.054566745	2009	1.438572186	548	1327	972.5	2181
ANKRA2	-3.410992733	2405	-2.222603427	2390	-0.513204656	1901	1.555097734	264	-13.70371744	2513	-3.29385571	2463	8.351032666	3	2459	133.5	2182
AGTR1	0.490470168	911	0.282891525	939	-0.509891963	1896	0.896049943	599	-3.279318375	2269	-3.424175669	2471	3.020253753	211	1590	405	2183.5
MAPK7	-0.117553801	1315	0.429975679	828	-0.806144593	2201	-0.076842753	1425	1.012489756	1044	-1.431682608	2167	0.766272841	764	1179.5	1094.5	2184
TIMP4	0.060623802	1192	1.279608134	314	-0.674585225	2077	1.590155709	243	-1.321574071	1857	-1.868951877	2296	1.691927662	477	1524.5	360	2186.5
FGFR2/NCAM (complex)	1.664423139	277	-0.101989851	1304	-0.772688058	2174	0.616051635	813	1.044980052	1030	-1.537877953	2202	-0.379929284	1188	653.5	1000.5	2188
CSN2	-2.422411949	2292	0.609084496	684	-0.932724562	2296	-0.061921422	1412	2.034515686	680	-1.252513101	2091	0.632636531	808	1486	1110	2193.5
DOCK10	-0.698353824	1654	3.200602807	28	-0.978391472	2314	0.148461166	1224	0.511211919	1258	-1.199786917	2074	-0.457344875	1221	1456	1222.5	2194
GATA1/HDAC1 (complex);CtBP/CBP/TCF1/TLE1/AES (complex);CtBP1/CBP/TCF/TLE1 (complex);HDAC1;Tip60/TRRAP (complex);p300/CBP (complex)	-0.606023788	1607	0.458824011	804	-0.578460418	1980	0.536287728	889	-2.587882435	2168	-2.574432227	2416	3.516062835	144	1887.5	516.5	2198
GPC1/SLIT2 (complex)	-0.152216878	1340	1.632168215	189	-0.597929775	1996	-0.777117712	1941	-3.024203658	2237	-2.396953955	2400	2.632856538	273	1788.5	1107	2198
ARHGEF11;Sema4D:Plexin-B1:Rac-Rnd1:PDZ-RhoGEF (complex)	0.550090328	861	-2.142718558	2373	-0.580616891	1983	1.579701783	250	2.844346636	437	-2.557667831	2414	0.083919767	1027	649	638.5	2198.5
delta-FOSB/JUND (complex)	1.244252851	475	-0.758149226	1874	-0.939754574	2299	-0.420269114	1701	-1.376481192	1875	-1.296012471	2111	2.133848217	361	1175	1031	2205
CCNH	-3.641994847	2425	-0.871616646	1938	-0.58256823	1984	1.050506954	515	-9.97083268	2504	-2.825933966	2438	6.979262876	7	2464.5	261	2211
PGAP1	1.255865882	465	1.531810604	216	-0.734275129	2142	0.238190807	1149	2.631356896	490	-1.83852881	2288	-2.115917957	1851	477.5	1500	2215
GC1/GCAP Family (complex);GUCY2D	0.553629713	858	0.874961136	505	-1.001061026	2326	-2.293918576	2412	-2.018946383	2034	-1.285290832	2106	2.3461856	326	1446	1369	2216
TNFRSF11A	-0.388789542	1487	-1.06857996	2051	-1.072507745	2363	-0.78626904	1943	2.768840805	453	-1.188964324	2071	0.249632215	955	970	1449	2217
IGF1R	0.002429807	1238	0.247381195	969	-0.568884022	1968	0.177121526	1199	-0.598239405	1624	-3.390984187	2468	1.772654907	450	1431	824.5	2218
RBPJ	-0.61100389	1613	0.636683598	664	-0.593837608	1993	0.355305688	1041	-1.377981669	1876	-3.090216471	2453	2.645640129	270	1744.5	655.5	2223
LAMC1	1.190354141	502	3.324886914	23	-0.67919913	2084	-3.06005841	2476	3.41515414	294	-2.21518157	2371	-2.31176274	1919	398	2197.5	2227.5
UROD	2.40943055	102	2.295525092	82	-0.649317059	2055	-0.573569056	1801	2.919816031	414	-2.430965495	2401	-2.454921024	1957	258	1879	2228
SPARC	-1.276763529	1958	3.327509585	22	-0.765221992	2168	0.803619825	672	-6.481025905	2468	-1.852515368	2294	4.111335029	99	2213	385.5	2231
Myb/MAF (complex)	0.604971066	828	0.578240242	705	-0.602718234	2001	-0.13290348	1472	1.635925746	810	-3.23376603	2461	-1.133174299	1496	819	1484	2231
PCSK1	-3.122063548	2385	-0.207947513	1409	-0.712767621	2120	0.822991423	657	-4.631890544	2398	-2.058278933	2345	5.367469039	32	2391.5	344.5	2232.5
CAV2	3.3306991	27	0.989459061	433	-0.794404864	2190	0.008602806	1348	2.841189809	441	-1.832472403	2287	-3.119133997	2137	234	1742.5	2238.5
IGF-1/IGF-1R (complex)	-2.575180309	2317	-0.234540015	1426	-0.595957029	1995	1.572283655	256	-1.963020794	2016	-3.752024624	2484	3.345566485	163	2166.5	209.5	2239.5
RhoG/GTP/ELMO1/DOCK1 (complex)	-3.247741273	2394	-0.176778139	1382	-0.689062916	2097	1.349766874	351	-0.175757744	1484	-2.286892051	2382	2.317805679	333	1939	342	2239.5
WNT5A/FZD2/ROR2 (dimer) (complex);WNT3A/FZD2/LRP6 (complex);WNT5A/FZD2 (complex);YES1	-0.754264253	1681	-1.010970223	2029	-1.136360336	2386	-0.569639945	1798	-3.462447098	2294	-1.26111247	2096	5.406957898	30	1987.5	914	2241
FZD7	1.777442777	241	1.698376726	175	-1.003574659	2329	0.319553768	1070	4.584416787	117	-1.395792	2154	-3.129404842	2145	179	1607.5	2241.5
PPP2CB	-1.629291082	2103	-0.006341726	1216	-1.147288065	2390	-0.957698696	2040	-0.639690531	1639	-1.311857716	2118	2.532557068	289	1871	1164.5	2254
PINX1	-0.189806051	1364	1.250137854	328	-1.144055339	2388	-2.035289381	2380	0.928773734	1082	-1.318354497	2120	0.522541135	859	1223	1619.5	2254
ARHGEF2	2.190293006	138	0.792591494	553	-1.028356431	2342	-0.489755984	1752	3.121573526	361	-1.438587684	2169	-1.161856316	1514	249.5	1633	2255.5
PLCD1	-2.092151574	2232	1.06041544	407	-0.763381878	2165	1.44091362	311	-2.690443569	2192	-2.084600666	2350	3.167840558	185	2212	248	2257.5
WRN	-1.188445451	1919	0.160984319	1072	-1.142650218	2387	-1.286566053	2188	0.78251599	1149	-1.336617915	2132	1.703598447	474	1534	1331	2259.5
HDAC5/MEF2 (complex)	-1.001121707	1821	-0.483410894	1668	-0.623608292	2032	0.176129645	1201	-1.021215826	1767	-4.381606143	2501	2.935915783	223	1794	712	2266.5
NEDD4L	-2.210038783	2260	0.383433038	862	-1.208455625	2411	-0.920209034	2021	-0.413061282	1566	-1.320837624	2122	2.92602574	226	1913	1123.5	2266.5
Dynorphin/Kappa opoid receptor (complex)	1.125111304	536	0.99104993	431	-0.714731952	2123	-0.538572337	1781	-0.06541583	1442	-2.55120455	2413	0.945583115	712	989	1246.5	2268
PPAP2A	-2.583961472	2319	1.243944431	331	-0.9762976	2312	1.234234218	408	-6.042931783	2452	-1.621658051	2237	4.207239619	94	2385.5	251	2274.5
EIF2A/14-3-3 E (complex)	0.695529828	768	0.592446674	695	-1.147382237	2391	-1.324632679	2200	2.212553046	621	-1.413008516	2160	0.127878289	1009	694.5	1604.5	2275.5
HDAC4/14-3-3 E (complex)	0.005949584	1231	2.810409929	40	-1.044266662	2351	-1.918670743	2364	1.384989507	909	-1.553850231	2209	-0.358023541	1177	1070	1770.5	2280
RBBP8	-0.074347858	1288	1.22574621	337	-0.669205249	2072	-0.151207713	1490	3.909928828	206	-4.152611091	2496	-1.033808558	1452	747	1471	2284
MBD1	-0.292409164	1436	0.175864445	1053	-1.037089494	2348	-1.069878394	2094	1.051636428	1028	-1.590735485	2225	1.282743102	596	1232	1345	2286.5
Importin beta-1:Rev multimer complex (complex);KPNB1	-0.771693047	1690	-0.123345808	1333	-1.358513012	2449	-0.041798166	1393	-0.948889215	1746	-1.32872654	2127	3.066004233	203	1718	798	2288
TAF9	-3.377754192	2402	0.182508383	1049	-1.288190372	2429	1.111192612	483	-7.368287411	2487	-1.374495672	2148	5.555736187	27	2444.5	255	2288.5
Estrogen/ER alpha/Estrogen/ER alpha/GRIP1/CARM1/p300(Me) (complex);Estrogen/ER alpha/Estrogen/ER alpha/GRIP1/CARM1/p300(Me)/CBP(Me) (complex)	-1.736386112	2139	-0.161611067	1371	-0.769475326	2170	0.743225608	725	-2.140088187	2062	-2.510596807	2412	3.722284325	125	2100.5	425	2291
PELP1/CBP (complex)	-3.830939207	2440	-0.0788938	1279	-0.698805381	2105	-1.236545331	2171	-2.169380441	2064	-3.72233199	2483	5.505740834	28	2252	1099.5	2294
SHBG;SHBG/T-DHT (complex)	0.053670488	1195	1.397095701	260	-1.003794784	2330	-2.543255354	2443	-0.875754335	1728	-1.725157048	2262	1.908957699	408	1461.5	1425.5	2296
Pitx2/HDAC (complex)	0.000582185	1241	0.81649047	542	-0.716573756	2128	-0.249763848	1569	-1.238302157	1828	-3.543876312	2475	1.601290215	509	1534.5	1039	2301.5
SMG6	1.279147474	450	1.138963207	364	-0.721628269	2133	-2.601096822	2448	-0.690892498	1663	-3.515288082	2474	1.94227187	398	1056.5	1423	2303.5
Phospho-R-SMAD:CO-SMAD complex (complex);SMAD4;Phospho-r-SMAD1/5/8:Co-SMAD (complex);TRAP-1/SMAD4 (complex)	-0.404201134	1497	0.056389879	1166	-1.265252744	2423	-1.49336568	2261	2.343214636	572	-1.497508928	2191	0.907148728	724	1034.5	1492.5	2307
IGF:IGFBP-4 Complex (complex);IGFBP4	-2.143012084	2245	-0.454221091	1637	-0.728128436	2138	0.131806316	1243	-5.750410795	2444	-3.574336474	2477	6.716533653	8	2344.5	625.5	2307.5
PDLIM7	1.177666428	508	4.182665065	13	-1.066857976	2361	0.622754122	807	-2.768768588	2201	-1.711250086	2257	0.952323585	709	1354.5	758	2309
GOSR2	-0.995809281	1815	-0.51397808	1692	-1.554987586	2483	0.804909437	669	-2.128991957	2059	-1.353703152	2138	3.697439636	127	1937	398	2310.5
P39/CDK5 (complex)	-0.656171865	1631	-0.63449569	1789	-0.989420198	2320	0.603501489	825	1.610197763	816	-1.885111026	2303	0.300868023	938	1223.5	881.5	2311.5
STK36	-1.152403237	1898	2.522103816	61	-0.891128553	2273	1.140799906	463	-0.960806823	1751	-2.090275148	2353	0.999182366	692	1824.5	577.5	2313
EDIL3	-2.484448667	2300	0.387681013	860	-1.127302183	2377	0.209957641	1175	-10.65064926	2507	-1.659927286	2249	7.326112158	4	2403.5	589.5	2313
PELP1	0.924624306	634	1.067912445	400	-0.819411524	2214	-3.169757019	2486	0.572491708	1232	-2.576156421	2417	1.456079419	545	933	1515.5	2315.5
PROCR	0.178508157	1104	3.390590754	21	-0.73740028	2145	-0.190997291	1524	-1.827397569	1993	-4.030895031	2494	2.818414356	238	1548.5	881	2319.5
WNT3/FZD1/LRP6 (complex)	0.176590447	1107	0.177711736	1052	-1.338640384	2444	0.571749283	860	1.938313896	704	-1.53839498	2203	0.455560377	890	905.5	875	2323.5
TID1/HSP70 (complex)	-6.839612801	2505	-0.116845322	1324	-0.833041681	2231	0.974314935	550	-1.342616115	1867	-2.676166966	2425	4.301195052	86	2186	318	2328
GPC1/FGF2 dimer/FGFR1 dimer (complex);fibroblast growth factor receptor signaling pathway (abstract)	-1.133679139	1892	1.98222699	123	-0.873665177	2266	0.088818851	1274	-0.186366448	1487	-2.460524572	2404	1.591697392	512	1689.5	893	2335
NCAM-1:Major prion protein (complex);PRNP;PrPsc	2.018800682	171	1.612955812	198	-1.047145655	2354	-1.415699191	2230	0.791909182	1145	-1.932667089	2318	0.080488674	1031	658	1630.5	2336
SERPINF2	-0.948535689	1790	0.367204705	879	-0.814081681	2209	-2.837548637	2468	0.127215179	1384	-3.363604369	2464	3.263114486	174	1587	1321	2336.5
CEBPD	1.31207999	429	1.129697223	372	-0.80196168	2196	-2.057582061	2386	1.227235563	966	-3.71310383	2482	0.155901837	993	697.5	1689.5	2339
