CELL_LINE,COMPOUND_A,COMPOUND_B,MAX_CONC_A,MAX_CONC_B,IC50_A,H_A,Einf_A,IC50_B,H_B,Einf_B,SYNERGY_SCORE,QA,COMBINATION_ID
UM-UC-3,Cisplatin,ERBB,3,3,1.107177692,10,78.89900964,1.357877559,2.6420404,0,NA,1,Cisplatin.ERBB
VM-CUB-1,Cisplatin,ERBB,3,3,3,0.9529966,56.47403694,1.243629284,10,54.69321115,NA,1,Cisplatin.ERBB
647-V,Cisplatin,HSP90,3,3,0.127150739,4.4154982,3.38929166,1.302239811,3.2951467,0,NA,1,Cisplatin.HSP90
BFTC-905,Cisplatin,HSP90,3,3,0.096807236,2.1076231,0.69244633,0.687988853,3.0366905,5.24931818,NA,1,Cisplatin.HSP90
HT-1197,Cisplatin,HSP90,3,3,0.112012731,3.0376896,30.72624536,0.903360144,10,36.39928543,NA,1,Cisplatin.HSP90
HT-1376,Cisplatin,HSP90,3,3,0.08672169,1.8708486,17.29086226,0.645369324,2.3102752,33.48422781,NA,1,Cisplatin.HSP90
J82,Cisplatin,HSP90,3,3,0.083069494,1.9271987,14.45822095,0.513125107,1.604541,5.43052179,NA,1,Cisplatin.HSP90
SW780,Cisplatin,HSP90,0.3,3,0.242254638,2.9319447,0,1.238475635,2.6552466,63.19503958,NA,1,Cisplatin.HSP90
TCCSUP,Cisplatin,HSP90,0.3,3,0.142078215,1.9548207,0,0.463636253,1.665028,9.36274965,NA,1,Cisplatin.HSP90
UM-UC-3,Cisplatin,HSP90,0.3,3,0.153586671,3.163893,0,1.245951903,2.4088167,0,NA,1,Cisplatin.HSP90
VM-CUB-1,Cisplatin,HSP90,0.3,3,0.14320572,2.6509245,0,2.230775499,2.2956925,0,NA,1,Cisplatin.HSP90
C32,BCL2,CSNK2A1,0.3,3,0.066201186,3.19896,5.67470952,3,0.6591144,9.67876007,NA,1,BCL2.CSNK2A1
COLO-205,BCL2,CSNK2A1,0.03,3,0.004745813,2.2526855,0,0.505900732,1.8596646,0,NA,1,BCL2.CSNK2A1
HT-29,BCL2,CSNK2A1,0.03,3,0.004642622,0.9289998,0,0.565352799,0.1,77.94404114,NA,1,BCL2.CSNK2A1
LS-513,BCL2,CSNK2A1,0.3,3,0.056189893,2.4610589,6.37737424,0.710904297,1.2774753,14.36604217,NA,1,BCL2.CSNK2A1
NCI-H747,BCL2,CSNK2A1,0.3,3,0.004571452,2.4064874,26.47610639,1.48832747,0.8718344,0,NA,1,BCL2.CSNK2A1
SW48,BCL2,CSNK2A1,0.03,3,0.002296941,3.6138362,0.29993092,0.140953386,1.1144225,21.4775852,NA,1,BCL2.CSNK2A1
SW620,BCL2,CSNK2A1,0.03,0.3,0.004442267,3.2448435,6.29394188,0.036611185,10,92.49991207,NA,1,BCL2.CSNK2A1
SW837,BCL2,CSNK2A1,0.03,3,0.00635579,3.9816173,16.66881493,1,0,100,NA,1,BCL2.CSNK2A1
C32,CHEK1,CSNK2A1,0.3,1,0.083129466,1.9462575,0,0.438285575,10,18.47868276,NA,1,CHEK1.CSNK2A1
COLO-205,CHEK1,CSNK2A1,0.03,1,0.003172402,3.6861189,3.00455372,0.379464105,1.554578,0,NA,1,CHEK1.CSNK2A1
LS-513,CHEK1,CSNK2A1,0.3,0.3,0.054955803,2.2070546,5.38340884,0.197313084,2.5245585,39.51037982,NA,1,CHEK1.CSNK2A1
SW48,CHEK1,CSNK2A1,0.03,0.3,0.002097759,2.6210905,0,0.101457434,2.5145786,9.96712545,NA,1,CHEK1.CSNK2A1
SW620,CHEK1,CSNK2A1,0.03,0.3,0.005027248,3.4309443,0,0.185217952,1.8234207,0,NA,1,CHEK1.CSNK2A1
SW948,CHEK1,CSNK2A1,0.03,1,0.009322759,10,7.99908076,0.296804111,10,4.69937685,NA,1,CHEK1.CSNK2A1
C32,CSNK2A1,IAP,1,0.3,0.000263121,1.1053287,8.76653625,0.071522463,3.6156811,7.48214193,NA,1,CSNK2A1.IAP
COLO-205,CSNK2A1,IAP,1,0.03,0.366243199,10,85.79938344,0.004932675,2.156035,0.05830017,NA,1,CSNK2A1.IAP
HT-29,CSNK2A1,IAP,1,0.03,1,1.4885932,65.62675417,0.00498378,1.029965,0,NA,1,CSNK2A1.IAP
LS-513,CSNK2A1,IAP,1,0.3,0.158074424,1.801848,83.08213978,0.069053373,1.8725331,1.45691116,NA,1,CSNK2A1.IAP
NCI-H747,CSNK2A1,IAP,1,0.3,1,0.237152,5.15362232,0.006955182,1.3615915,26.17190753,NA,1,CSNK2A1.IAP
RKO,CSNK2A1,IAP,1,0.03,1,0,100,0.007955231,10,0,NA,1,CSNK2A1.IAP
SW48,CSNK2A1,IAP,1,0.03,1e-04,0.1,82.5481839,0.002097279,2.661506,0,NA,1,CSNK2A1.IAP
SW620,CSNK2A1,IAP,1,0.03,1,0,100,0.005267567,3.2390432,0.42823769,NA,1,CSNK2A1.IAP
SW837,CSNK2A1,IAP,1,0.03,0.298207342,10,79.99980484,0.005827997,2.9536876,16.66233328,NA,1,CSNK2A1.IAP
C32,CSNK2A1,IGFR_3,10,0.3,3.32270667,10,52.39921884,0.068962157,1.8015815,0,NA,1,CSNK2A1.IGFR_3
COLO-205,CSNK2A1,IGFR_3,10,0.03,0.491584188,0.8301504,22.0746586,0.003164046,2.2449898,2.65876261,NA,1,CSNK2A1.IGFR_3
HT-29,CSNK2A1,IGFR_3,10,0.03,0.344105788,0.7695221,22.98652083,0.00666231,2.4435045,1.64864987,NA,1,CSNK2A1.IGFR_3
LS-513,CSNK2A1,IGFR_3,10,0.3,0.18298587,1.8826186,12.27388632,0.050484272,2.1520997,5.8470758,NA,1,CSNK2A1.IGFR_3
RKO,CSNK2A1,IGFR_3,10,0.03,10,10,81.80007802,0.007434738,10,0,NA,1,CSNK2A1.IGFR_3
SW48,CSNK2A1,IGFR_3,10,0.03,0.219185714,1.1303381,24.86888007,0.00181464,2.3028939,0,NA,1,CSNK2A1.IGFR_3
SW620,CSNK2A1,IGFR_3,3,0.03,0.057957495,0.9917236,90.85875246,0.004792348,2.7245787,0.17189788,NA,1,CSNK2A1.IGFR_3
SW837,CSNK2A1,IGFR_3,10,0.03,2.823604454,10,88.09983081,0.006952136,4.5607458,19.61353027,NA,1,CSNK2A1.IGFR_3
SW948,CSNK2A1,IGFR_3,10,0.03,0.952124985,10,84.19991015,0.009588712,10,13.99899387,NA,1,CSNK2A1.IGFR_3
C32,CSNK2A1,IGFR_4,10,0.3,2.419725721,1.2358933,0,0.073104594,1.7583429,0,NA,1,CSNK2A1.IGFR_4
COLO-205,CSNK2A1,IGFR_4,10,0.03,0.292783114,1.2054224,5.69052534,0.004035107,1.9701055,0.78933336,NA,1,CSNK2A1.IGFR_4
HT-29,CSNK2A1,IGFR_4,10,0.03,0.219910636,0.6742367,0,0.005869182,1.4873651,0,NA,1,CSNK2A1.IGFR_4
LS-513,CSNK2A1,IGFR_4,10,0.3,0.111165332,1.9844569,9.86978625,0.06252163,2.2370847,5.54613916,NA,1,CSNK2A1.IGFR_4
NCI-H747,CSNK2A1,IGFR_4,10,0.3,4.234120303,0.4846639,0,0.004648429,2.2408915,20.50650986,NA,1,CSNK2A1.IGFR_4
SW48,CSNK2A1,IGFR_4,10,0.03,0.08085063,0.5450255,0,0.00194615,3.1813187,0.31731262,NA,1,CSNK2A1.IGFR_4
SW620,CSNK2A1,IGFR_4,3,0.03,1.211454171,10,79.69765812,0.004733152,3.4707962,2.94919406,NA,1,CSNK2A1.IGFR_4
SW837,CSNK2A1,IGFR_4,10,0.03,1.03021244,0.6503658,0,0.004285348,2.7694031,18.36865249,NA,1,CSNK2A1.IGFR_4
SW948,CSNK2A1,IGFR_4,10,0.03,0.398332933,0.7391525,0,0.009559341,10,9.29898315,NA,1,CSNK2A1.IGFR_4
C32,CSNK2A1,Oxaliplatin,3,0.3,0.777219065,1.6187709,73.9631124,0.069954888,2.7120452,3.8362576,NA,1,CSNK2A1.Oxaliplatin
COLO-205,CSNK2A1,Oxaliplatin,10,0.03,0.373084653,1.145133,0.4371946,0.007043375,1.4447069,0,NA,1,CSNK2A1.Oxaliplatin
HT-29,CSNK2A1,Oxaliplatin,10,0.03,2.894397872,10,13.69963338,0.00664246,2.1123417,0,NA,1,CSNK2A1.Oxaliplatin
LS-513,CSNK2A1,Oxaliplatin,10,0.3,0.002720594,0.7263212,3.89479927,0.053299562,2.336058,5.90251628,NA,1,CSNK2A1.Oxaliplatin
NCI-H747,CSNK2A1,Oxaliplatin,10,0.3,1.643444244,1.0320381,14.52822245,0.005193336,2.9405392,24.47585956,NA,1,CSNK2A1.Oxaliplatin
SW48,CSNK2A1,Oxaliplatin,3,0.03,0.190442591,0.8559097,0,0.002031243,2.6878798,0,NA,1,CSNK2A1.Oxaliplatin
SW620,CSNK2A1,Oxaliplatin,10,0.03,0.597330878,1.7067895,4.92495271,0.004823194,3.43073,1.3765357,NA,1,CSNK2A1.Oxaliplatin
SW837,CSNK2A1,Oxaliplatin,10,0.03,0.483432586,1.8540883,14.0127021,0.005793554,3.0936734,16.18864586,NA,1,CSNK2A1.Oxaliplatin
SW948,CSNK2A1,Oxaliplatin,10,0.03,0.309979877,1.206234,4.91838835,0.009301416,2.6542212,4.39619086,NA,1,CSNK2A1.Oxaliplatin
C32,CSNK2A1,PIK3C,10,0.3,2.366072911,1.1123183,0,0.057432899,2.5851873,5.58192349,NA,1,CSNK2A1.PIK3C
COLO-205,CSNK2A1,PIK3C,10,0.03,1.039363405,0.8330972,0,0.005272348,2.0986332,0,NA,1,CSNK2A1.PIK3C
HT-29,CSNK2A1,PIK3C,10,0.03,0.678255403,1.7193262,8.5899266,0.00587747,1.5531585,0,NA,1,CSNK2A1.PIK3C
LS-513,CSNK2A1,PIK3C,10,0.3,1.085266761,1.2634936,0.85582282,0.049796683,3.0202264,7.94965852,NA,1,CSNK2A1.PIK3C
NCI-H747,CSNK2A1,PIK3C,10,0.3,0.548807185,1.2096764,38.62031029,0.00388641,2.2695026,27.15761116,NA,1,CSNK2A1.PIK3C
SW48,CSNK2A1,PIK3C,10,0.03,0.105597191,0.7831621,8.48237468,0.002169106,3.1463744,0.21989708,NA,1,CSNK2A1.PIK3C
SW620,CSNK2A1,PIK3C,3,0.03,3,10,55.40007469,0.004096103,5.3369061,9.01470673,NA,1,CSNK2A1.PIK3C
SW837,CSNK2A1,PIK3C,10,0.03,0.87429568,0.5826353,39.11343185,0.005367819,2.7590541,16.50698733,NA,1,CSNK2A1.PIK3C
C32,CSNK2A1,SN38,0.03,0.3,0.00192101,2.4772855,0.83935911,0.07191992,2.8140685,5.08275452,NA,1,CSNK2A1.SN38
HT-29,CSNK2A1,SN38,0.03,0.03,0.003258357,2.2845151,5.21014914,0.006881857,2.0024842,0,NA,1,CSNK2A1.SN38
LS-513,CSNK2A1,SN38,0.03,0.3,0.001567977,1.9174036,3.574398,0.062344033,2.2004433,5.40803401,NA,1,CSNK2A1.SN38
NCI-H747,CSNK2A1,SN38,0.03,0.3,0.00287098,10,24.19963081,0.004826741,2.5716964,26.11365363,NA,1,CSNK2A1.SN38
SW48,CSNK2A1,SN38,0.03,0.03,0.00219519,1.5895027,0.61250257,0.002180725,3.5640002,0.42338191,NA,1,CSNK2A1.SN38
SW620,CSNK2A1,SN38,0.03,0.03,0.001972123,3.2823406,2.07338175,0.004768624,2.7920027,0,NA,1,CSNK2A1.SN38
SW948,CSNK2A1,SN38,0.03,0.03,0.002355346,2.4907975,0.77611763,0.009867098,10,8.69864512,NA,1,CSNK2A1.SN38
HCC1187,ATR_4,EGFR_2,3,3,1.132412571,10,24.49556166,3,10,8.20042002,NA,1,ATR_4.EGFR_2
BT-474,Azacytidine,EGFR_2,1,1,0.148974742,1.7338785,12.19574676,0.280638484,10,76.99991097,NA,1,Azacytidine.EGFR_2
HCC1419,Azacytidine,EGFR_2,1,1,0.26141244,5.5617777,61.17779162,1,0,100,NA,1,Azacytidine.EGFR_2
HCC1500,Azacytidine,EGFR_2,1,1,0.216714358,10,88.53892132,0.302936452,10,81.49986139,NA,1,Azacytidine.EGFR_2
MCF7,Azacytidine,EGFR_2,1,1,0.096576975,10,94.19996884,1,0.6209292,58.38897406,NA,1,Azacytidine.EGFR_2
MDA-MB-361,Azacytidine,EGFR_2,1,1,0.17316211,3.0392241,76.54614673,1,0,100,NA,1,Azacytidine.EGFR_2
T47D,Azacytidine,EGFR_2,1,1,0.287636276,0.9389556,84.54934896,1,10,92.40001416,NA,1,Azacytidine.EGFR_2
UACC-812,Azacytidine,EGFR_2,1,1,0.023081257,3.5454765,36.12338068,0.293575626,10,86.09976414,NA,1,Azacytidine.EGFR_2
BT-474,BCL2_3,EGFR_2,1,1,0.149798176,1.4229138,9.44563324,0.235898963,2.7387569,4.09463049,NA,1,BCL2_3.EGFR_2
HCC1500,BCL2_3,EGFR_2,1,1,0.183793303,10,94.24261836,0.193397541,4.0080166,0,NA,1,BCL2_3.EGFR_2
MCF7,BCL2_3,EGFR_2,1,1,0.109880684,1.3183058,90.56919727,0.103420663,2.5584745,1.46014118,NA,1,BCL2_3.EGFR_2
MDA-MB-361,BCL2_3,EGFR_2,1,1,0.27207371,10,83.89888854,0.311372209,10,8.09911711,NA,1,BCL2_3.EGFR_2
T47D,BCL2_3,EGFR_2,1,1,1,0.3734561,76.06804248,0.399774881,2.5040833,11.17575336,NA,1,BCL2_3.EGFR_2
UACC-812,BCL2_3,EGFR_2,1,1,0.027219793,10,37.43326245,0.135094442,10,0,NA,1,BCL2_3.EGFR_2
BT-474,EGFR_2,HDAC1_HDAC3,1,1,0.337162516,10,48.9990256,0.13035875,1.0778978,3.07535656,NA,1,EGFR_2.HDAC1_HDAC3
HCC1419,EGFR_2,HDAC1_HDAC3,1,1,0.262464552,10,54.79816278,1,0.66116,30.3926644,NA,1,EGFR_2.HDAC1_HDAC3
HCC1500,EGFR_2,HDAC1_HDAC3,1,1,0.432996258,1.9589951,0,1,0,100,NA,1,EGFR_2.HDAC1_HDAC3
MCF7,EGFR_2,HDAC1_HDAC3,1,1,0.465028577,2.0197748,0,1,0,100,NA,1,EGFR_2.HDAC1_HDAC3
MDA-MB-361,EGFR_2,HDAC1_HDAC3,1,1,0.35050123,1.9140201,11.35146035,0.381746526,0.8879508,60.16081766,NA,1,EGFR_2.HDAC1_HDAC3
T47D,EGFR_2,HDAC1_HDAC3,1,1,1,10,71.00005434,0.318383809,10,86.49984519,NA,1,EGFR_2.HDAC1_HDAC3
UACC-812,EGFR_2,HDAC1_HDAC3,1,1,0.357394435,10,77.69924062,0.022965991,3.1515175,35.01097963,NA,1,EGFR_2.HDAC1_HDAC3
BT-474,EGFR_2,MET,1,1,1,0,100,0.167680701,1.5003975,8.45507035,NA,1,EGFR_2.MET
HCC1500,EGFR_2,MET,1,1,1,1.2590265,74.99715895,1,0.4522517,84.91731518,NA,1,EGFR_2.MET
MCF7,EGFR_2,MET,1,1,1,0,100,1,0,100,NA,1,EGFR_2.MET
MDA-MB-361,EGFR_2,MET,1,1,1e-04,0.1,92.8931177,0.093846722,1.4454468,74.14724902,NA,1,EGFR_2.MET
T47D,EGFR_2,MET,1,1,1,0,100,0.114032707,4.6282647,88.63699897,NA,1,EGFR_2.MET
UACC-812,EGFR_2,MET,1,1,1,0,100,0.022717142,4.2446024,38.00887051,NA,1,EGFR_2.MET
BT-474,EGFR_2,MET_ALK,1,1,0.348229338,10,86.39963643,0.146670499,1.6975091,13.01347783,NA,1,EGFR_2.MET_ALK
HCC1500,EGFR_2,MET_ALK,1,1,0.531268094,2.0656423,0,1,0,100,NA,1,EGFR_2.MET_ALK
MCF7,EGFR_2,MET_ALK,1,1,0.861719479,6.51367,0,1,0,100,NA,1,EGFR_2.MET_ALK
MDA-MB-361,EGFR_2,MET_ALK,1,1,1,0.7870509,53.6985472,0.14258999,0.8450396,70.32880876,NA,1,EGFR_2.MET_ALK
T47D,EGFR_2,MET_ALK,1,1,0.331704694,10,70.89952239,0.262149794,10,89.79910467,NA,1,EGFR_2.MET_ALK
BT-474,EGFR_2,MTOR_2,1,1,1e-04,0.1,7.62416777,0.148341953,1.2532376,5.35022059,NA,1,EGFR_2.MTOR_2
CAMA-1,EGFR_2,MTOR_2,1,1,1e-04,0.1,0.53421784,1e-04,0.1,77.84635252,NA,1,EGFR_2.MTOR_2
HCC1419,EGFR_2,MTOR_2,1,1,0.000117224,0.2376253,45.42939055,0.283075736,2.3972513,59.18985599,NA,1,EGFR_2.MTOR_2
HCC1500,EGFR_2,MTOR_2,1,1,0.000111216,0.2996302,3.49757782,1,0,100,NA,1,EGFR_2.MTOR_2
MCF7,EGFR_2,MTOR_2,1,1,1e-04,0.1250364,0,0.135516203,0.9574369,86.96365636,NA,1,EGFR_2.MTOR_2
MDA-MB-175-VII,EGFR_2,MTOR_2,1,1,1e-04,0.1,35.36406476,0.17758717,0.7645582,0,NA,1,EGFR_2.MTOR_2
MDA-MB-361,EGFR_2,MTOR_2,1,1,0.000192877,0.2426622,56.62931775,0.12640574,10,79.44821606,NA,1,EGFR_2.MTOR_2
T47D,EGFR_2,MTOR_2,1,1,1e-04,0.1,25.78995555,0.206350841,10,91.20050355,NA,1,EGFR_2.MTOR_2
UACC-812,EGFR_2,MTOR_2,1,1,1,0,100,0.022496912,3.6308905,36.11361729,NA,1,EGFR_2.MTOR_2
BT-474,EGFR_2,MTOR_5,1,1,1e-04,0.1,11.56513667,0.165057446,1.6160552,11.02790912,NA,1,EGFR_2.MTOR_5
CAMA-1,EGFR_2,MTOR_5,1,1,1e-04,0.1,7.05449378,0.016952057,10,85.051377,NA,1,EGFR_2.MTOR_5
HCC1419,EGFR_2,MTOR_5,1,1,0.00665982,1.7048891,18.32026113,0.009773372,1.6243897,25.37601008,NA,1,EGFR_2.MTOR_5
HCC1500,EGFR_2,MTOR_5,1,1,1e-04,0.7662956,15.99691696,1,0,100,NA,1,EGFR_2.MTOR_5
MCF7,EGFR_2,MTOR_5,1,1,1e-04,0.1411294,0,0.298008553,10,93.9999398,NA,1,EGFR_2.MTOR_5
MDA-MB-175-VII,EGFR_2,MTOR_5,1,1,0.001386152,0.8036418,57.19940857,0.181304885,2.0090233,9.56102087,NA,1,EGFR_2.MTOR_5
MDA-MB-361,EGFR_2,MTOR_5,1,1,1e-04,0.1,52.33635817,0.090091784,1.2452872,84.08604177,NA,1,EGFR_2.MTOR_5
T47D,EGFR_2,MTOR_5,1,1,1e-04,0.1,18.62462415,0.201261995,10,89.76162061,NA,1,EGFR_2.MTOR_5
UACC-812,EGFR_2,MTOR_5,1,1,1,0,100,0.026825739,3.8813885,39.08309801,NA,1,EGFR_2.MTOR_5
BT-474,EGFR_2,TKI_2,1,1,1,0,100,0.14801581,1.355161,8.57811795,NA,1,EGFR_2.TKI_2
HCC1500,EGFR_2,TKI_2,1,1,1,1.2161394,53.03140657,1,0.82245,62.26763501,NA,1,EGFR_2.TKI_2
MCF7,EGFR_2,TKI_2,1,1,1,0,100,1,0,100,NA,1,EGFR_2.TKI_2
MDA-MB-361,EGFR_2,TKI_2,1,1,1,10,92.80004033,0.182739182,3.4068793,77.51635802,NA,1,EGFR_2.TKI_2
T47D,EGFR_2,TKI_2,1,1,0.176288596,0.678043,93.49952308,0.361538969,1.5763912,83.63403523,NA,1,EGFR_2.TKI_2
UACC-812,EGFR_2,TKI_2,1,1,0.03039309,10,94.86664578,0.024460269,3.5360256,36.31116539,NA,1,EGFR_2.TKI_2
BT-474,EGFR_2,WEE1,1,1,0.919527968,1.8110441,0,0.156354314,1.1290217,2.94389564,NA,1,EGFR_2.WEE1
HCC1500,EGFR_2,WEE1,1,1,0.418568517,2.6521812,6.89440721,1,0.8119824,80.63642929,NA,1,EGFR_2.WEE1
MCF7,EGFR_2,WEE1,1,1,0.19585079,4.513284,8.44095693,1,0.1063641,91.34805642,NA,1,EGFR_2.WEE1
MDA-MB-361,EGFR_2,WEE1,1,1,0.273982072,10,38.09959233,0.240839875,1.3755002,70.95157919,NA,1,EGFR_2.WEE1
T47D,EGFR_2,WEE1,1,1,0.316749736,10,78.49973515,1,0.7789227,66.04144746,NA,1,EGFR_2.WEE1
UACC-812,EGFR_2,WEE1,1,1,0.732138559,2.731267,0,0.022849113,2.436588,34.51549734,NA,1,EGFR_2.WEE1
BT-474,AKT_PIK3C,ERBB,1,1,0.069650263,1.0638118,0,1,0.1523513,92.46121,NA,1,AKT_PIK3C.ERBB
HCC1419,AKT_PIK3C,ERBB,1,1,0.182549975,1.6590393,21.77066059,1,0,100,NA,1,AKT_PIK3C.ERBB
HCC1500,AKT_PIK3C,ERBB,1,1,1,0,100,0.067886099,1.6230866,91.81214359,NA,1,AKT_PIK3C.ERBB
MCF7,AKT_PIK3C,ERBB,1,1,1e-04,0.1,23.30563921,0.05490411,3.7562817,44.38091377,NA,1,AKT_PIK3C.ERBB
MDA-MB-361,AKT_PIK3C,ERBB,1,1,0.243711053,1.2046105,57.26388955,1,0,100,NA,1,AKT_PIK3C.ERBB
T47D,AKT_PIK3C,ERBB,1,1,1,0,100,1,0,100,NA,1,AKT_PIK3C.ERBB
UACC-812,AKT_PIK3C,ERBB,1,1,0.000311865,0.4178018,28.20419795,0.767342468,10,0,NA,1,AKT_PIK3C.ERBB
647-V,ATR_4,ERBB,0.1,3,0.1,1.3073752,69.66557074,1.210332213,10,60.4954872,NA,1,ATR_4.ERBB
BFTC-905,ATR_4,ERBB,3,3,0.286557708,8.1326251,92.39994105,1.123924168,1.9590348,0,NA,1,ATR_4.ERBB
HT-1197,ATR_4,ERBB,3,3,3e-04,0.1,82.46975366,3,2.3118335,0.25001999,NA,1,ATR_4.ERBB
HT-1376,ATR_4,ERBB,1,3,0.078772341,0.9944123,45.5074542,1.081412172,10,40.39777163,NA,1,ATR_4.ERBB
J82,ATR_4,ERBB,3,3,0.043534566,10,90.424715,1.911611677,1.6469546,0,NA,1,ATR_4.ERBB
SW780,ATR_4,ERBB,3,3,1,0,100,3,10,84.80037929,NA,1,ATR_4.ERBB
T-24,ATR_4,ERBB,3,3,3,2.707852,63.40907746,0.980397462,10,8.79867516,NA,1,ATR_4.ERBB
TCCSUP,ATR_4,ERBB,3,3,0.095785829,0.4330922,80.63506441,0.688579546,1.7636001,13.19075788,NA,1,ATR_4.ERBB
UM-UC-3,ATR_4,ERBB,3,3,1.88669618,3.7494928,74.01696316,0.992619937,10,54.09927543,NA,1,ATR_4.ERBB
BT-474,BCL2_3,ERBB,1,1,0.077910779,1.057685,0,0.242009391,6.1301274,9.0848028,NA,1,BCL2_3.ERBB
HCC1419,BCL2_3,ERBB,1,1,0.193489005,2.5744236,24.06047965,0.136353471,3.2480276,7.93312809,NA,1,BCL2_3.ERBB
HCC1500,BCL2_3,ERBB,1,1,1,0,100,0.286151833,10,0,NA,1,BCL2_3.ERBB
MDA-MB-361,BCL2_3,ERBB,1,1,0.163671251,2.2982479,69.28747476,0.289435014,10,9.79941963,NA,1,BCL2_3.ERBB
T47D,BCL2_3,ERBB,1,1,0.062740595,10,94.05564207,0.291841621,10,21.89954991,NA,1,BCL2_3.ERBB
UACC-812,BCL2_3,ERBB,1,1,1e-04,0.1,3.33654578,0.119608594,10,0,NA,1,BCL2_3.ERBB
BT-474,BCL2_BCL2L1_BCL2L2,ERBB,1,1,0.070249774,1.1734422,0,0.375145655,10,76.19868386,NA,1,BCL2_BCL2L1_BCL2L2.ERBB
HCC1419,BCL2_BCL2L1_BCL2L2,ERBB,1,1,0.199855097,2.1994377,21.67512116,0.277346747,10,76.99856236,NA,1,BCL2_BCL2L1_BCL2L2.ERBB
HCC1500,BCL2_BCL2L1_BCL2L2,ERBB,1,1,1,0,100,0.057857785,2.3721361,0,NA,1,BCL2_BCL2L1_BCL2L2.ERBB
MCF7,BCL2_BCL2L1_BCL2L2,ERBB,1,1,1,10,79.40000706,1,0,100,NA,1,BCL2_BCL2L1_BCL2L2.ERBB
MDA-MB-361,BCL2_BCL2L1_BCL2L2,ERBB,1,1,0.175158333,1.045868,53.72985944,0.30919713,10,75.29971713,NA,1,BCL2_BCL2L1_BCL2L2.ERBB
UACC-812,BCL2_BCL2L1_BCL2L2,ERBB,1,1,1e-04,0.1114635,0,0.334045028,1.4131918,57.39156188,NA,1,BCL2_BCL2L1_BCL2L2.ERBB
BT-474,BRAF_VEGFR2,ERBB,1,1,0.068439026,1.1279308,0,0.153793162,3.7358177,67.82560245,NA,1,BRAF_VEGFR2.ERBB
CAMA-1,BRAF_VEGFR2,ERBB,1,1,0.013102161,2.5654534,89.63670195,0.034599688,1.9635263,80.70813015,NA,1,BRAF_VEGFR2.ERBB
HCC1500,BRAF_VEGFR2,ERBB,1,1,1,0,100,0.305994567,10,57.399674,NA,1,BRAF_VEGFR2.ERBB
MCF7,BRAF_VEGFR2,ERBB,1,1,1,1.3170774,72.15664602,0.670123365,2.7961585,0,NA,1,BRAF_VEGFR2.ERBB
MDA-MB-361,BRAF_VEGFR2,ERBB,1,1,0.71370843,0.6446938,36.31084848,0.202521169,10,88.29325541,NA,1,BRAF_VEGFR2.ERBB
T47D,BRAF_VEGFR2,ERBB,1,1,0.022771513,1.1696121,83.84050791,0.117245603,1.5267168,78.68385108,NA,1,BRAF_VEGFR2.ERBB
UACC-812,BRAF_VEGFR2,ERBB,1,1,1e-04,0.1071147,0,0.265983729,10,85.69946705,NA,1,BRAF_VEGFR2.ERBB
BT-474,Chloroquine,ERBB,1,1,0.064834107,1.352455,1.03106633,1,0,100,NA,1,Chloroquine.ERBB
HCC1500,Chloroquine,ERBB,1,1,0.048277241,10,81.24350574,1,1.0578503,40.37569616,NA,1,Chloroquine.ERBB
MCF7,Chloroquine,ERBB,1,1,0.257217222,10,94.89940548,1,0,100,NA,1,Chloroquine.ERBB
MDA-MB-361,Chloroquine,ERBB,1,1,0.158073182,1.6463919,63.69065362,0.332933695,10,88.49978814,NA,1,Chloroquine.ERBB
T47D,Chloroquine,ERBB,1,1,0.011540089,10,88.5749591,1,0,100,NA,1,Chloroquine.ERBB
UACC-812,Chloroquine,ERBB,1,1,0.00114008,0.5587164,27.42204816,1,0.5691615,64.48359614,NA,1,Chloroquine.ERBB
BT-474,ERBB,MAP2K,1,1,0.010387453,1.5274446,46.30502512,0.083109125,1.3152921,0,NA,1,ERBB.MAP2K
CAMA-1,ERBB,MAP2K,1,1,0.010226167,0.6094455,41.5794206,1e-04,0.1,70.54247827,NA,1,ERBB.MAP2K
HCC1419,ERBB,MAP2K,1,1,0.010930598,10,47.44946459,0.213128975,1.9596397,24.62010768,NA,1,ERBB.MAP2K
HCC1500,ERBB,MAP2K,1,1,0.106973372,0.9475828,32.07719528,1,0.2399974,79.48699983,NA,1,ERBB.MAP2K
MCF7,ERBB,MAP2K,1,1,0.003822003,0.9765014,80.69969592,1,0.5604552,69.20713466,NA,1,ERBB.MAP2K
MDA-MB-175-VII,ERBB,MAP2K,1,1,0.028895687,10,12.43308754,0.062245467,2.1921575,9.13341525,NA,1,ERBB.MAP2K
MDA-MB-361,ERBB,MAP2K,1,1,1,0.254676,75.31922989,0.198287728,1.2703287,59.25728241,NA,1,ERBB.MAP2K
T47D,ERBB,MAP2K,1,1,1e-04,0.1,67.59531094,0.030662911,1.6035099,89.43680982,NA,1,ERBB.MAP2K
UACC-812,ERBB,MAP2K,1,1,0.011171476,2.4237182,8.70637485,0.001040146,0.6500647,30.95345038,NA,1,ERBB.MAP2K
BT-474,ERBB,MET,1,1,1,0,100,0.075851241,1.2154651,0,NA,1,ERBB.MET
HCC1419,ERBB,MET,1,1,1,0,100,0.155352582,1.9370901,22.59968973,NA,1,ERBB.MET
HCC1500,ERBB,MET,1,1,0.24463208,10,93.89919294,0.092422293,1.8216092,91.17302255,NA,1,ERBB.MET
