BTG2	SESN1
CCNB1IP1	MYC
CHD1	MYC
COCH	MYC
CTPS2	MYC
AHCTF1	MYC
ATM	CDK2
ATM	CDK6
ATM	CETN2
ATM	GTF2H1
ATM	IGF1
ATM	UNG
ATM	USP1
BID	DNTT
BID	IGHMBP2
BRCA1	CDK6
BRCA1	DNTT
BRCA1	MAPK12
BRCA1	MTOR
BRCA1	POLD1
BRCA1	PPM1D
CDK4	ERCC1
CDK4	HIST1H2AE
CDK4	MT1X
CDK4	RAD9A
CDK4	USP1
CDK4	WRAP53
CDK4	ZBTB32
CDK6	EGFR
CDK6	PMS2
CDK6	POLD1
CDK6	ZBTB32
CETN2	DNTT
CETN2	ERCC1
CETN2	HIST1H4A
CETN2	MTOR
CETN2	PARP1
CETN2	PMS2
CETN2	ZBTB32
DNTT	KDR
DNTT	PARP1
DNTT	POLM
DNTT	USP1
EGFR	IGHMBP2
EGFR	SESN2
ERCC1	NHP2
ERCC1	SESN2
ERCC1	TNFRSF10B
ERCC1	USP1
ERCC1	ZBTB32
GTF2H1	POLM
HIST1H2AE	IGFBP3
HIST1H2AE	SESN2
HIST1H2AE	USP1
HIST1H2AE	XRCC2
HIST1H4A	MAPK12
HIST1H4A	MTOR
HIST1H4A	NHP2
HIST1H4A	PARP1
HIST1H4A	POLD4
HIST1H4A	PPM1D
HIST1H4A	UNG
HIST1H4A	ZBTB32
IGF1	IGFBP3
IGF1	MAPK12
IGF1	NHP2
IGF1	RBX1
IGF1	SESN2
IGF1	UNG
IGF1	USP1
IGF1	ZBTB32
IGFBP3	POLE
IGFBP3	RBX1
IGFBP3	USP1
IGHMBP2	MDM2
IGHMBP2	POLE
IGHMBP2	PPM1D
KDR	RAD51
KDR	UNG
MAPK12	POLE
MAPK12	RAD23B
MAPK12	RRM1
MDM2	SESN2
MT1X	RAD9A
MTOR	POLM
MTOR	RAD23B
MTOR	ZBTB32
NHP2	PPM1D
NHP2	ZBTB32
MAPK12	PARP1
PARP1	POLE
PARP1	RAD23B
PARP1	RELA
PARP1	WRAP53
MT1X	PARP2
PARP2	RBX1
PMS2	POLE
PMS2	RAD23B
PMS2	USP1
PMS2	WRAP53
MT1X	POLD4
POLD4	RAD51
POLD4	RAD9A
POLD4	RBX1
POLD4	RELA
POLE	SESN2
CDK2	POLM
POLD4	POLM
POLM	POLR2A
POLM	ZBTB32
RAD23B	UNG
RAD23B	USP1
KDR	RAD9A
RAD9A	UNG
RBX1	RELA
RBX1	WRAP53
IGFBP3	RELA
RPL13A	SESN2
SESN2	ZBTB32
WRAP53	ZBTB32
PMS2	XRCC2
MAPK12	ZBTB32
C21orf45	HRAS
C21orf45	KRAS
C21orf45	NRAS
ALB	MBD4
MBD4	ORM1
CYP3A4	MBD4
CYP3A5	MBD4
CYP3A7	MBD4
CYP1A2	MBD4
CYP2C9	MBD4
CYP2D6	MBD4
CYP2C19	MBD4
MBD4	PTGS1
BCR/ABL fusion	MBD4
KIT	MBD4
MBD4	RET
MBD4	NTRK1
CSF1R	MBD4
MBD4	PDGFRA
DDR1	MBD4
ABL1	MBD4
MBD4	PDGFRB
MBD4	SLC22A1
ABCB1	MBD4
MBD4	SLC22A2
ABCG2	MBD4
ABCA3	MBD4
ALB	BAD
BAD	ORM1
BAD	CYP3A4
BAD	CYP3A5
BAD	CYP3A7
BAD	CYP1A2
BAD	CYP2C9
BAD	CYP2D6
BAD	CYP2C19
BAD	PTGS1
BAD	BCR/ABL fusion
BAD	KIT
BAD	RET
BAD	NTRK1
BAD	CSF1R
BAD	PDGFRA
BAD	DDR1
ABL1	BAD
BAD	PDGFRB
BAD	SLC22A1
ABCB1	BAD
BAD	SLC22A2
ABCG2	BAD
ABCA3	BAD
FER	MYC
FSD1	MYC
GNA12	MYC
ALOX5AP	MYC
GRIPAP1	MYC
ALS2CR2	MYC
HSD17B11	MYC
HSPC171	MYC
IL7	MYC
KLHL3	MYC
ARPC3	MYC
MYC	N6AMT1
MYC	NCAM1
ARPC4	MYC
ATE1	MYC
MYC	PIP4K2B
MYC	PNRC2
MYC	POLR3GL
MYC	PRKAB1
MYC	PRMT8
MYC	PRRG2
MYC	SAC3D1
MYC	SLC26A8
MYC	TBC1D1
MYC	TPX2
MYC	UTS2
MYC	WDSUB1
MYC	ZBTB26
MYC	ZNF642
ACTR10	MYC
CLC	MYC
CSN1S2A	MYC
DIP2B	MYC
DNAH11	MYC
ATM	NHP2
BID	KDR
BID	WRAP53
BRCA1	PMS2
BRCA1	RAD23B
CDK2	HIST1H4A
CDK2	IGFBP3
CDK2	KDR
CDK2	MDM2
CDK2	PPM1D
CDK2	RAD23B
CDK2	RAD51
CDK2	RAD9A
CDK2	RRM1
CDK4	KDR
CDK4	SESN2
CDK6	IGFBP3
CDK6	POLM
CDK6	SESN2
CETN2	KDR
CETN2	RAD23B
CETN2	RAD9A
CETN2	RELA
CDK6	DNTT
DNTT	IGHMBP2
DNTT	MAPK12
DNTT	MT1X
DNTT	PMS2
EGFR	POLM
ERCC1	HIST1H2AE
ERCC1	IGFBP3
ERCC1	POLE
ERCC1	POLM
GTF2H1	HIST1H4A
GTF2H1	IGFBP3
GTF2H1	RAD9A
HIST1H4A	POLM
IGF1	PMS2
IGF1	RELA
IGFBP3	IGHMBP2
IGHMBP2	KDR
IGHMBP2	MAPK12
IGHMBP2	PMS2
IGHMBP2	SESN2
KDR	USP1
MAPK12	RPL13A
MT1X	MTOR
MT1X	POLM
MTOR	SESN2
NHP2	SESN2
NHP2	WRAP53
BID	PARP2
PARP2	POLM
PMS2	POLD1
PMS2	ZBTB32
CDK2	POLD1
POLD1	POLM
POLD4	RAD23B
PPM1D	SESN2
RAD23B	RAD9A
RRM1	XRCC2
PARP2	TNFRSF10B
UNG	WRAP53
XRCC2	ZBTB32
HRAS	STK33
NRAS	STK33
HRAS	KIAA0509
KIAA0509	KRAS
KIAA0509	NRAS
HRAS	ZC3H18
KRAS	ZC3H18
NRAS	ZC3H18
CNOT1	HRAS
CNOT1	KRAS
CNOT1	NRAS
ALB	IRF7
IRF7	ORM1
CYP3A4	IRF7
CYP3A5	IRF7
CYP3A7	IRF7
CYP1A2	IRF7
CYP2C9	IRF7
CYP2D6	IRF7
CYP2C19	IRF7
IRF7	PTGS1
BCR/ABL fusion	IRF7
IRF7	KIT
IRF7	RET
IRF7	NTRK1
CSF1R	IRF7
IRF7	PDGFRA
DDR1	IRF7
ABL1	IRF7
IRF7	PDGFRB
IRF7	SLC22A1
ABCB1	IRF7
IRF7	SLC22A2
ABCG2	IRF7
ABCA3	IRF7
ACSL1	ALB
ACSL1	ORM1
ACSL1	CYP3A4
ACSL1	CYP3A5
ACSL1	CYP3A7
ACSL1	CYP1A2
ACSL1	CYP2C9
ACSL1	CYP2D6
ACSL1	CYP2C19
ACSL1	PTGS1
ACSL1	BCR/ABL fusion
ACSL1	KIT
ACSL1	RET
ACSL1	NTRK1
ACSL1	CSF1R
ACSL1	PDGFRA
ACSL1	DDR1
ABL1	ACSL1
ACSL1	PDGFRB
ACSL1	SLC22A1
ABCB1	ACSL1
ACSL1	SLC22A2
ABCG2	ACSL1
ABCA3	ACSL1
DUS2L	MYC
FAM19A1	MYC
FAM44A	MYC
GIF	MYC
GNS	MYC
IQCC	MYC
KBTBD4	MYC
KLHDC6	MYC
KLRC1	MYC
AADAT	MYC
LHX2	MYC
MPHOSPH8	MYC
MRVI1	MYC
MYBPC1	MYC
ATP11B	MYC
MYC	PITPNB
MYC	PPP3R1
MYC	PTPN23
MYC	RAPGEF5
MYC	SLC24A3
MYC	SLC43A3
MYC	SND1
MYC	SNRPF
MYC	TRIM15
MYC	TUBGCP3
MYC	USP37
MYC	VPS8
MYC	VSIG4
MYC	ZNF470
C6orf117	MYC
CLEC4GP1	MYC
COL5A3	MYC
COPA	MYC
CTSC	MYC
DHX58	MYC
CDA	PRKCN
DCK	PRKCN
PRKCN	RRM1
PRKCN	TYMS
CMPK1	PRKCN
ABCB1	PRKCN
ABCC10	PRKCN
PRKCN	SLC29A1
PRKCN	SLC28A1
PRKCN	SLC29A2
CDA	TAOK3
DCK	TAOK3
RRM1	TAOK3
TAOK3	TYMS
CMPK1	TAOK3
ABCB1	TAOK3
ABCC10	TAOK3
SLC29A1	TAOK3
SLC28A1	TAOK3
SLC29A2	TAOK3
CDA	EPHB1
DCK	EPHB1
EPHB1	RRM1
EPHB1	TYMS
CMPK1	EPHB1
ABCB1	EPHB1
ABCC10	EPHB1
EPHB1	SLC29A1
EPHB1	SLC28A1
EPHB1	SLC29A2
CDA	PKMYT1
DCK	PKMYT1
PKMYT1	RRM1
PKMYT1	TYMS
CMPK1	PKMYT1
ABCB1	PKMYT1
ABCC10	PKMYT1
PKMYT1	SLC29A1
PKMYT1	SLC28A1
PKMYT1	SLC29A2
ATM	POLD4
ATM	XRCC2
BID	CDK4
BID	MAPK12
BID	MT1X
BID	PMS2
BID	PPM1D
BID	RAD23B
BID	RELA
BID	TNFRSF10B
BID	XRCC2
BID	CDK2
CDK2	POLD4
CDK2	RELA
CDK4	PARP2
CDK4	PPM1D
CDK6	IGF1
CDK6	KDR
CDK6	PPM1D
CETN2	MAPK12
CETN2	PARP2
CETN2	UNG
DNTT	RAD23B
DNTT	UNG
DNTT	XRCC2
EGFR	ERCC1
EGFR	KDR
EGFR	POLD1
EGFR	PPM1D
EGFR	RAD9A
EGFR	XRCC2
ERCC1	MT1X
ERCC1	PARP2
ERCC1	UNG
ERCC1	XRCC2
GTF2H1	KDR
GTF2H1	RELA
HIST1H2AE	IGHMBP2
HIST1H2AE	PARP2
HIST1H4A	KDR
HIST1H4A	PMS2
HIST1H4A	RELA
HIST1H4A	TNFRSF10B
IGF1	KDR
IGF1	POLD4
IGF1	POLM
IGFBP3	KDR
IGFBP3	MTOR
IGFBP3	PARP1
IGFBP3	POLM
IGHMBP2	RELA
IGHMBP2	TNFRSF10B
KDR	MAPK12
KDR	PARP1
KDR	POLD1
KDR	SESN2
KDR	TNFRSF10B
IGFBP3	MAPK12
MAPK12	MT1X
MAPK12	PPM1D
MAPK12	RAD9A
MAPK12	USP1
MDM2	XRCC2
MT1X	PMS2
MT1X	PPM1D
MT1X	UNG
ATM	MTOR
MTOR	RAD51
MTOR	RAD9A
MTOR	TNFRSF10B
MTOR	UNG
NHP2	XRCC2
PARP1	PPM1D
PARP1	SESN2
PARP2	RAD23B
PARP2	RELA
PMS2	PPM1D
PMS2	RELA
MAPK12	POLD1
POLD4	WRAP53
POLD4	ZBTB32
PMS2	POLM
POLM	RELA
POLM	UNG
POLM	XRCC2
PPM1D	RELA
RAD23B	RBX1
RBX1	SESN2
RELA	WRAP53
RELA	ZBTB32
IGHMBP2	UNG
UNG	XRCC2
USP1	XRCC2
KDR	XRCC2
MTOR	XRCC2
EIF4A3	HRAS
EIF4A3	KRAS
EIF4A3	NRAS
HRAS	PSMB5
NRAS	PSMB5
HRAS	NXF1
KRAS	NXF1
NRAS	NXF1
ALB	LIPE
LIPE	ORM1
CYP3A4	LIPE
CYP3A5	LIPE
CYP3A7	LIPE
CYP1A2	LIPE
CYP2C9	LIPE
CYP2D6	LIPE
CYP2C19	LIPE
LIPE	PTGS1
BCR/ABL fusion	LIPE
KIT	LIPE
LIPE	RET
LIPE	NTRK1
CSF1R	LIPE
LIPE	PDGFRA
DDR1	LIPE
ABL1	LIPE
LIPE	PDGFRB
LIPE	SLC22A1
ABCB1	LIPE
LIPE	SLC22A2
ABCG2	LIPE
ABCA3	LIPE
ALB	PDE4DIP
ORM1	PDE4DIP
CYP3A4	PDE4DIP
CYP3A5	PDE4DIP
CYP3A7	PDE4DIP
CYP1A2	PDE4DIP
CYP2C9	PDE4DIP
CYP2D6	PDE4DIP
CYP2C19	PDE4DIP
PDE4DIP	PTGS1
BCR/ABL fusion	PDE4DIP
KIT	PDE4DIP
PDE4DIP	RET
NTRK1	PDE4DIP
CSF1R	PDE4DIP
PDE4DIP	PDGFRA
DDR1	PDE4DIP
ABL1	PDE4DIP
PDE4DIP	PDGFRB
PDE4DIP	SLC22A1
ABCB1	PDE4DIP
PDE4DIP	SLC22A2
ABCG2	PDE4DIP
ABCA3	PDE4DIP
EBAG9	MYC
ELMOD1	MYC
ELP4	MYC
FBXO44	MYC
ALKBH7	MYC
FLJ46688	MYC
HCG27	MYC
HDLBP	MYC
HIST1H2AK	MYC
HNRPH3	MYC
HOXD10	MYC
HTR5A	MYC
ITGBL1	MYC
AP3S1	MYC
KCNS1	MYC
ARHGAP6	MYC
LDHBP	MYC
MYC	NFYB
MYC	NMBR
MYC	NR2C1
MYC	ODAM
MYC	OPTN
MYC	PAK7
MYC	PCGF6
MYC	PDK3
ATP5EP1	MYC
MYC	PRICKLE4
MYC	PRIMA1
MYC	RAPGEF6
MYC	RBM3
MYC	RP2
MYC	RSPH1
BCL6	MYC
MYC	RSU1
MYC	RTN3
MYC	SCN1A
BET1	MYC
MYC	SLFN5
MYC	SNX12
MYC	SYCE2
BLZF1	MYC
MYC	TLR6
MYC	TMEM126B
MYC	TMEM133
MYC	TRPS1
MYC	UBE3B
MYC	USP38
MYC	VAMP5
MYC	WDR47
MYC	ZCCHC7
MYC	ZNF550
MYC	ZNF553
MYC	ZNF678
MYC	ZYX
C16orf63	MYC
C19ORF30	MYC
C1orf66	MYC
C20orf103	MYC
CD80	MYC
CHPT1	MYC
COQ3	MYC
DCC	MYC
DHRS7	MYC
DIAPH2	MYC
DISP1	MYC
CDA	HCK
DCK	HCK
HCK	RRM1
HCK	TYMS
CMPK1	HCK
ABCB1	HCK
ABCC10	HCK
HCK	SLC29A1
HCK	SLC28A1
HCK	SLC29A2
CDA	WNK4
DCK	WNK4
RRM1	WNK4
TYMS	WNK4
CMPK1	WNK4
ABCB1	WNK4
ABCC10	WNK4
SLC29A1	WNK4
SLC28A1	WNK4
SLC29A2	WNK4
ATM	ERCC1
ATM	IGFBP3
ATM	IGHMBP2
ATM	MAPK12
ATM	MT1X
ATM	POLD1
ATM	POLR2A
ATM	PPM1D
ATM	RBX1
BID	ZBTB32
BRCA1	IGHMBP2
BRCA1	MT1X
CDK2	EGFR
CDK2	IGF1
CDK2	IGHMBP2
CDK2	MAPK12
CDK2	MTOR
CDK2	PARP1
CDK2	PMS2
CDK2	POLE
CDK2	RBX1
CDK2	SESN2
CDK2	TNFRSF10B
CDK2	UNG
CDK2	WRAP53
CDK4	HIST1H4A
CDK4	IGFBP3
CDK4	MTOR
CDK4	PMS2
CDK4	RBX1
CDK6	MDM2
CDK6	PARP1
CDK6	RAD9A
CDK6	TNFRSF10B
CDK2	CETN2
CETN2	IGHMBP2
CETN2	MT1X
CETN2	POLD1
CETN2	PPM1D
CETN2	SESN2
DNTT	IGFBP3
EGFR	MAPK12
CDK2	ERCC1
ERCC1	IGHMBP2
GTF2H1	IGHMBP2
GTF2H1	MAPK12
GTF2H1	MT1X
GTF2H1	MTOR
GTF2H1	PPM1D
GTF2H1	XRCC2
HIST1H2AE	PARP1
HIST1H2AE	POLD1
HIST1H4A	IGHMBP2
HIST1H4A	RAD9A
HIST1H4A	SESN2
HIST1H4A	USP1
IGF1	IGHMBP2
IGF1	MTOR
IGF1	PARP2
IGF1	TNFRSF10B
IGF1	XRCC2
IGFBP3	POLD1
IGFBP3	WRAP53
IGFBP3	ZBTB32
IGHMBP2	NHP2
IGHMBP2	PARP1
IGHMBP2	POLD1
IGHMBP2	RAD23B
IGHMBP2	RBX1
IGHMBP2	WRAP53
IGHMBP2	ZBTB32
KDR	PARP2
MAPK12	MDM2
MAPK12	MTOR
MAPK12	NHP2
MAPK12	RBX1
MAPK12	RELA
MAPK12	WRAP53
MDM2	MT1X
MDM2	POLD1
MDM2	TNFRSF10B
MT1X	PARP1
MT1X	POLD1
MT1X	POLR2A
MT1X	RAD23B
MT1X	RBX1
MT1X	ZBTB32
MTOR	NHP2
MTOR	PARP1
NHP2	TNFRSF10B
NHP2	UNG
PARP1	POLD4
DNTT	PARP2
MTOR	PARP2
PARP2	POLD1
PARP2	SESN2
PARP2	SSBP1
PARP2	ZBTB32
PMS2	SESN2
PMS2	TNFRSF10B
POLD1	ZBTB32
POLD4	XRCC2
PARP2	PPM1D
PPM1D	RAD23B
PPM1D	TNFRSF10B
RAD23B	ZBTB32
MAPK12	SESN2
SESN2	TNFRSF10B
MAPK12	TNFRSF10B
TNFRSF10B	UNG
TNFRSF10B	ZBTB32
PARP2	UNG
USP1	WRAP53
CDK2	ZBTB32
HRAS	VPS53
KRAS	VPS53
NRAS	VPS53
ACTR2	HRAS
ACTR2	KRAS
ACTR2	NRAS
HRAS	NOL5A
KRAS	NOL5A
NOL5A	NRAS
HRAS	ICK
ICK	KRAS
ICK	NRAS
ALB	DBF4
DBF4	ORM1
CYP3A4	DBF4
CYP3A5	DBF4
CYP3A7	DBF4
CYP1A2	DBF4
CYP2C9	DBF4
CYP2D6	DBF4
CYP2C19	DBF4
DBF4	PTGS1
BCR/ABL fusion	DBF4
DBF4	KIT
DBF4	RET
DBF4	NTRK1
CSF1R	DBF4
DBF4	PDGFRA
DBF4	DDR1
ABL1	DBF4
DBF4	PDGFRB
DBF4	SLC22A1
ABCB1	DBF4
DBF4	SLC22A2
ABCG2	DBF4
ABCA3	DBF4
ALB	UGT1A9
ORM1	UGT1A9
CYP3A4	UGT1A9
CYP3A5	UGT1A9
CYP3A7	UGT1A9
CYP1A2	UGT1A9
CYP2C9	UGT1A9
CYP2D6	UGT1A9
CYP2C19	UGT1A9
PTGS1	UGT1A9
BCR/ABL fusion	UGT1A9
KIT	UGT1A9
RET	UGT1A9
NTRK1	UGT1A9
CSF1R	UGT1A9
PDGFRA	UGT1A9
DDR1	UGT1A9
ABL1	UGT1A9
PDGFRB	UGT1A9
SLC22A1	UGT1A9
ABCB1	UGT1A9
SLC22A2	UGT1A9
ABCG2	UGT1A9
ABCA3	UGT1A9
EFTUD1	MYC
ERBB3	MYC
FEZ2	MYC
GALNACT-2	MYC
GCM1	MYC
ALMS1	MYC
GMPR	MYC
GNPDA2	MYC
GPR89A	MYC
GTPBP4	MYC
ANKRD20A1	MYC
IGF1	MYC
IGLV@	MYC
KREMEN1	MYC
LCMT1	MYC
MAST4	MYC
MORC2	MYC
MSL3L1	MYC
MYC	NPPC
MYC	OR1S2
MYC	OR52J3
MYC	OR5D2P
MYC	PIGN
MYC	RAB6B
MYC	RGMB
BARD1	MYC
MYC	RNF138
MYC	SGK2
MYC	SLC12A9
MYC	SLITRK5
MYC	SOX4
MYC	SPATA2L
MYC	STAMBP
MYC	TAX1BP1
MYC	TMEM195
BRAF	MYC
MYC	TOMM34
MYC	TREML4
MYC	TSEN2
MYC	UBE4B
MYC	UBQLN3
MYC	USP8
C15orf42	MYC
CDC2L5	MYC
CNKSR1	MYC
CORO7	MYC
DHX29	MYC
DKFZP434I0714	MYC
DMP1	MYC
DNHD1	MYC
CDA	RPS6KL1
DCK	RPS6KL1
RPS6KL1	RRM1
RPS6KL1	TYMS
CMPK1	RPS6KL1
ABCB1	RPS6KL1
ABCC10	RPS6KL1
RPS6KL1	SLC29A1
RPS6KL1	SLC28A1
RPS6KL1	SLC29A2
ATM	PARP2
ATM	RELA
CDK4	XRCC2
CDK6	RELA
CDK6	XRCC2
CETN2	XRCC2
DNTT	HIST1H4A
EGFR	MT1X
EGFR	RAD23B
ERCC1	RELA
HIST1H4A	XRCC2
IGFBP3	XRCC2
MT1X	NHP2
MTOR	RELA
NHP2	RELA
PARP1	POLD1
PARP1	RAD9A
PARP1	TNFRSF10B
PARP1	UNG
PARP1	XRCC2
PARP1	ZBTB32
POLD1	XRCC2
PPM1D	XRCC2
RAD23B	RELA
RAD23B	SESN2
RAD23B	XRCC2
RAD9A	RELA
RAD9A	XRCC2
RBX1	UNG
SESN2	XRCC2
WRAP53	XRCC2
CDK2	XRCC2
ARPC2	HRAS
ARPC2	KRAS
ARPC2	NRAS
COPS4	HRAS
COPS4	NRAS
HRAS	POLA1
KRAS	POLA1
NRAS	POLA1
LSM12	MYC
MYC	PIWIL4
MYC	PLCH1
MYC	RPS27
MYC	WDR82
MYC	ZNF146
MYC	ZPLD1
CEP70	MYC
CDA	DGKA
DCK	DGKA
DGKA	RRM1
DGKA	TYMS
CMPK1	DGKA
ABCB1	DGKA
ABCC10	DGKA
DGKA	SLC29A1
DGKA	SLC28A1
DGKA	SLC29A2
CDA	MAP3K7IP2
DCK	MAP3K7IP2
MAP3K7IP2	RRM1
MAP3K7IP2	TYMS
CMPK1	MAP3K7IP2
ABCB1	MAP3K7IP2
ABCC10	MAP3K7IP2
MAP3K7IP2	SLC29A1
MAP3K7IP2	SLC28A1
MAP3K7IP2	SLC29A2
EGFR	MET
MYC	PIK3CA
MYC	PRKDC
E2F1	TP53
EIF4E	MYC
ATR	TP53
AR	VAV3
CDKN1A	TP53
CTGF	MST1
FLT3	MAPK8
CASP8	MYC
DIABLO	XIAP
SMARCA2	SMARCA4
HDAC9	PLK1
ATR	MTOR
FOXF1	TP53
TIPARP	TP53
STK39	TCL1A
ATM	TP53
PNKP	PTPN6
CASP3	TIPARP
PIK3CA	PIK3CB
HSF1	TP53
BSG	CASP3
BCL2L11	CDK1
BSG	FN1
BCL2L11	EGFR
APEX1	ATM
CASP3	XIAP
PPP2R1A	PPP2R4
KRAS	RB1
AURKA	STAT3
MYC	TNFRSF10B
KRAS	TP53
LDHA	TP53
RAD51C	XRCC4
CREB1	MTOR
CEBPD	MYC
PSMD14	PSMD4
RITA1	TP53
TAF1	TBP
TAF12	TBP
CTNNB1	FLT1
KRAS	PRRT2
GNB2L1	MAPK8
GNB2L1	PRRT2
MAPK8	PRRT2
DUT	TYMS
BTK	IRF4
IRF7	SPIB
AKT1	SMAD4
BRCA1	CDK12
MYC	SMARCA4
FGFR3	ITGB3
NF2	PTK2
ABL1	STAT3
PARP1	XRCC4
BCL2L1	DPP4
MIR17HG	TP53
FLT3	KIT
ARID1A	EZH2
GLI1	MTOR
GLI1	PIK3CA
GLI2	MTOR
GLI2	PIK3CA
CDH1	MRGPRX4
CDKN1A	PARP1
CDKN1A	KRAS
CDKN1A	MYC
CDKN1A	PIK3CA
CDKN1A	VHL
AKT1	CDK4
CDK4	PIK3CA
AKT1	CDK6
CDK6	PIK3CA
ACVRL1	VHL
ROS1	STAT3
BLM	SOD1
CHEK2	SOD1
AIFM1	TIPARP
AKT1	MAPK8
AKT1	MAPK1
CSNK1E	TP53
CSNK1E	THOP1
CDKN1A	CHEK1
EGFR	FAS
PTEN	RAD51
AKT1	MTOR
FANCD2	FANCF
CASP3	TNF
SMAD4	TOB1
CASP8	FAT1
ATM	ATR
CDK6	DIRC2
DIRC2	MAP2K1
RARRES1	RPS3
KEAP1	TXNRD1
AKT1	KEAP1
CHEK1	PARP1
EIF4E	MTOR
RPS6KB1	TP53
JAK2	PIM1
CDK2	MYCN
EGFR	HDAC9
EGFR	KIAA1524
AKT1	EGFR
BCL2L11	MCL1
BRCA1	CCNE1
EGF	MAPK1
CUX1	PARP1
EGF	RPS6KA2
EGFR	RPS6KA2
MAPK1	RPS6KA2
HSF1	INS
SUZ12	ZMYM2
MYCN	NDRG1
DICER1	TP53
TIMM8A	TP53
PLK4	TP53
HRAS	NUP214
KRAS	NUP214
NRAS	NUP214
HEATR1	HRAS
HEATR1	KRAS
HEATR1	NRAS
HRAS	XPO1
KRAS	XPO1
NRAS	XPO1
CDA	MAGI-3
DCK	MAGI-3
MAGI-3	RRM1
MAGI-3	TYMS
CMPK1	MAGI-3
ABCB1	MAGI-3
ABCC10	MAGI-3
MAGI-3	SLC29A1
MAGI-3	SLC28A1
MAGI-3	SLC29A2
AURKA	CDA
AURKA	DCK
AURKA	RRM1
AURKA	TYMS
AURKA	CMPK1
AURKA	SLC29A1
AURKA	SLC28A1
AURKA	SLC29A2
ALB	CYP2B6
CYP2B6	ORM1
CYP2B6	CYP3A4
CYP2B6	CYP3A5
CYP2B6	CYP3A7
CYP1A2	CYP2B6
CYP2B6	CYP2C9
CYP2B6	CYP2D6
CYP2B6	CYP2C19
CYP2B6	PTGS1
BCR/ABL fusion	CYP2B6
CYP2B6	KIT
CYP2B6	RET
CYP2B6	NTRK1
CSF1R	CYP2B6
CYP2B6	PDGFRA
CYP2B6	DDR1
ABL1	CYP2B6
CYP2B6	PDGFRB
CYP2B6	SLC22A1
ABCB1	CYP2B6
CYP2B6	SLC22A2
ABCG2	CYP2B6
ABCA3	CYP2B6
CDA	PANK2
DCK	PANK2
PANK2	RRM1
PANK2	TYMS
CMPK1	PANK2
ABCB1	PANK2
ABCC10	PANK2
PANK2	SLC29A1
PANK2	SLC28A1
PANK2	SLC29A2
HRAS	PPP1R8
KRAS	PPP1R8
NRAS	PPP1R8
ALB	CADM4
CADM4	ORM1
CADM4	CYP3A4
CADM4	CYP3A5
CADM4	CYP3A7
CADM4	CYP1A2
CADM4	CYP2C9
CADM4	CYP2D6
CADM4	CYP2C19
CADM4	PTGS1
BCR/ABL fusion	CADM4
CADM4	KIT
CADM4	RET
CADM4	NTRK1
CADM4	CSF1R
CADM4	PDGFRA
CADM4	DDR1
ABL1	CADM4
CADM4	PDGFRB
CADM4	SLC22A1
ABCB1	CADM4
CADM4	SLC22A2
ABCG2	CADM4
ABCA3	CADM4
ALB	CSHL1
CSHL1	ORM1
CSHL1	CYP3A4
CSHL1	CYP3A5
CSHL1	CYP3A7
CSHL1	CYP1A2
CSHL1	CYP2C9
CSHL1	CYP2D6
CSHL1	CYP2C19
CSHL1	PTGS1
BCR/ABL fusion	CSHL1
CSHL1	KIT
CSHL1	RET
CSHL1	NTRK1
CSF1R	CSHL1
CSHL1	PDGFRA
CSHL1	DDR1
ABL1	CSHL1
CSHL1	PDGFRB
CSHL1	SLC22A1
ABCB1	CSHL1
CSHL1	SLC22A2
ABCG2	CSHL1
ABCA3	CSHL1
CDA	MARK1
DCK	MARK1
MARK1	RRM1
MARK1	TYMS
CMPK1	MARK1
ABCB1	MARK1
ABCC10	MARK1
MARK1	SLC29A1
MARK1	SLC28A1
MARK1	SLC29A2
RPL36	RPS15
ALB	CRYBB2
CRYBB2	ORM1
CRYBB2	CYP3A4
CRYBB2	CYP3A5
CRYBB2	CYP3A7
CRYBB2	CYP1A2
CRYBB2	CYP2C9
CRYBB2	CYP2D6
CRYBB2	CYP2C19
CRYBB2	PTGS1
BCR/ABL fusion	CRYBB2
CRYBB2	KIT
CRYBB2	RET
CRYBB2	NTRK1
CRYBB2	CSF1R
CRYBB2	PDGFRA
CRYBB2	DDR1
ABL1	CRYBB2
CRYBB2	PDGFRB
CRYBB2	SLC22A1
ABCB1	CRYBB2
CRYBB2	SLC22A2
ABCG2	CRYBB2
ABCA3	CRYBB2
CDA	UCK1
DCK	UCK1
RRM1	UCK1
TYMS	UCK1
CMPK1	UCK1
ABCB1	UCK1
ABCC10	UCK1
SLC29A1	UCK1
SLC28A1	UCK1
SLC29A2	UCK1
HRAS	UBE2I
KRAS	UBE2I
NRAS	UBE2I
HRAS	LOC283116
KRAS	LOC283116
LOC283116	NRAS
CDC2L5	HRAS
CDC2L5	KRAS
CDC2L5	NRAS
ABCC10	CARS
ABCB1	CALM1
CDA	PKIA
DCK	PKIA
PKIA	RRM1
PKIA	TYMS
CMPK1	PKIA
ABCB1	PKIA
ABCC10	PKIA
PKIA	SLC29A1
PKIA	SLC28A1
PKIA	SLC29A2
AFAP1	NAE1
ELMO2	NAE1
MOAP1	NAE1
CDKN2A	NAE1
NAE1	WDR77
CARD11	NAE1
NAE1	TMEM169
MRFAP1	NAE1
NAE1	UBE2J2
NAE1	SARDH
APAF1	NAE1
ENDOG	NAE1
FGF5	NAE1
FLOT2	NAE1
BIRC5	NAE1
GZMB	NAE1
HTT	NAE1
HSF1	NAE1
IL2RA	NAE1
